"","Grey.RBC","Grey.Plasma","Harbor.RBC","Harbor.Plasma"
"TA",0.608399999999961,0.629479658469336,5.37369999999999,3.57455000000004
"SEA",0.332750075518302,0.317390818296702,1.1937433436713,0.953638853967272
"SEAc",0.380285800592345,0.35706467058379,1.23795606010357,0.996986074602148
